year,sector_code,sector_text,industry_code,industry_text,L20,T30,productivity
2008,E,Manufacturing,N33299_,All other fabricated metal product manufacturing,376.774,41667.867,110.591142170107
2009,E,Manufacturing,N33299_,All other fabricated metal product manufacturing,323.454,34547.962,106.809506143068
2010,E,Manufacturing,N33299_,All other fabricated metal product manufacturing,344.263,36160.589,105.037686303785
2011,E,Manufacturing,N33299_,All other fabricated metal product manufacturing,338.877,40343.886,119.051709027169
2012,E,Manufacturing,N33299_,All other fabricated metal product manufacturing,375.388,40714.064,108.458618815732
2013,E,Manufacturing,N33299_,All other fabricated metal product manufacturing,385.731,41857.074,108.513637742365
2014,E,Manufacturing,N33299_,All other fabricated metal product manufacturing,384.983,41853.784,108.715927716289
2015,E,Manufacturing,N33299_,All other fabricated metal product manufacturing,381.674,40931.944,107.243207554091
2016,E,Manufacturing,N33299_,All other fabricated metal product manufacturing,376.697,40907.998,108.596559038166
2017,E,Manufacturing,N33299_,All other fabricated metal product manufacturing,385.893,37886.345,98.1783680968559
2001,E,Manufacturing,N3329__,Other fabricated metal product manufacturing,637.621,45991.333,72.1295769744096
2002,E,Manufacturing,N3329__,Other fabricated metal product manufacturing,595.083,47116.978,79.1771534391001
2003,E,Manufacturing,N3329__,Other fabricated metal product manufacturing,572.813,47859.246,83.5512566928474
2004,E,Manufacturing,N3329__,Other fabricated metal product manufacturing,571.056,49692.151,87.0179999859909
2005,E,Manufacturing,N3329__,Other fabricated metal product manufacturing,575.28,53792.888,93.5073146989292
2006,E,Manufacturing,N3329__,Other fabricated metal product manufacturing,592.922,60490.328,102.02071773353
2007,E,Manufacturing,N3329__,Other fabricated metal product manufacturing,603.489,65829.967,109.082298103197
2008,E,Manufacturing,N3329__,Other fabricated metal product manufacturing,568.392,69478.069,122.236183830877
2009,E,Manufacturing,N3329__,Other fabricated metal product manufacturing,482.125,56242.144,116.654693284937
2010,E,Manufacturing,N3329__,Other fabricated metal product manufacturing,504.463,60246.182,119.426364272504
2011,E,Manufacturing,N3329__,Other fabricated metal product manufacturing,511.254,67842.684,132.698588177305
2012,E,Manufacturing,N3329__,Other fabricated metal product manufacturing,554.154,69486.538,125.392107609076
2013,E,Manufacturing,N3329__,Other fabricated metal product manufacturing,570.556,71667.653,125.610199524674
2014,E,Manufacturing,N3329__,Other fabricated metal product manufacturing,585.441,71979.149,122.948596015653
2015,E,Manufacturing,N3329__,Other fabricated metal product manufacturing,576.556,69171.261,119.973187339998
2016,E,Manufacturing,N3329__,Other fabricated metal product manufacturing,554.635,67094.294,120.970176782929
2017,E,Manufacturing,N3329__,Other fabricated metal product manufacturing,569.588,66479.456,116.71498697304
2018,E,Manufacturing,N3329__,Other fabricated metal product manufacturing,572.287,71202.464,124.417405951909
2019,E,Manufacturing,N3329__,Other fabricated metal product manufacturing,571.034,74164.51,129.877572964132
2001,E,Manufacturing,N332___,Fabricated metal product manufacturing,3340.077,230001.884,68.8612520010766
2002,E,Manufacturing,N332___,Fabricated metal product manufacturing,3104.211,225201.149,72.546985047086
2003,E,Manufacturing,N332___,Fabricated metal product manufacturing,2978.763,224135.722,75.244563599051
2004,E,Manufacturing,N332___,Fabricated metal product manufacturing,3038.435,241255.644,79.4012852010986
2005,E,Manufacturing,N332___,Fabricated metal product manufacturing,3075.147,266630.33,86.704905489071
2006,E,Manufacturing,N332___,Fabricated metal product manufacturing,3176.321,292852.161,92.1985407016482
2007,E,Manufacturing,N332___,Fabricated metal product manufacturing,3214.39,316028.277,98.3167185686864
2008,E,Manufacturing,N332___,Fabricated metal product manufacturing,3062.005,328836.996,107.392703800288
2009,E,Manufacturing,N332___,Fabricated metal product manufacturing,2566.501,253147.271,98.635173335214
2010,E,Manufacturing,N332___,Fabricated metal product manufacturing,2613.583,271536.697,103.894422713952
2011,E,Manufacturing,N332___,Fabricated metal product manufacturing,2765.179,299789.872,108.416081562893
2012,E,Manufacturing,N332___,Fabricated metal product manufacturing,2901.426,314012.109,108.226819846517
2013,E,Manufacturing,N332___,Fabricated metal product manufacturing,2977.076,319500.731,107.320313959066
2014,E,Manufacturing,N332___,Fabricated metal product manufacturing,3048.163,330134.342,108.306000040024
2015,E,Manufacturing,N332___,Fabricated metal product manufacturing,3025.091,319148.466,105.50045139138
2016,E,Manufacturing,N332___,Fabricated metal product manufacturing,2943.119,306750.249,104.226247392647
2017,E,Manufacturing,N332___,Fabricated metal product manufacturing,2935.511,317056.179,108.007150714135
2018,E,Manufacturing,N332___,Fabricated metal product manufacturing,3014.779,345780.524,114.695148135236
2019,E,Manufacturing,N332___,Fabricated metal product manufacturing,3018.755,353829.958,117.210557994935
2001,E,Manufacturing,N3331__,"Agriculture, construction, and mining machinery",445.217,45996.012,103.311445879201
2002,E,Manufacturing,N3331__,"Agriculture, construction, and mining machinery",392.996,44290.713,112.700162342619
2003,E,Manufacturing,N3331__,"Agriculture, construction, and mining machinery",370.566,47273.018,127.569766249467
2004,E,Manufacturing,N3331__,"Agriculture, construction, and mining machinery",396.077,55331.636,139.699189804003
2005,E,Manufacturing,N3331__,"Agriculture, construction, and mining machinery",422.189,64314.596,152.336029598118
2006,E,Manufacturing,N3331__,"Agriculture, construction, and mining machinery",455.849,72361.471,158.740001623345
2007,E,Manufacturing,N3331__,"Agriculture, construction, and mining machinery",494.616,81884.502,165.551664321413
2008,E,Manufacturing,N3331__,"Agriculture, construction, and mining machinery",506.191,88660.345,175.151958450466
2009,E,Manufacturing,N3331__,"Agriculture, construction, and mining machinery",425.087,70211.395,165.169471190603
2010,E,Manufacturing,N3331__,"Agriculture, construction, and mining machinery",440.801,79905.734,181.273939941153
2011,E,Manufacturing,N3331__,"Agriculture, construction, and mining machinery",485.48,96305.563,198.371844360221
2012,E,Manufacturing,N3331__,"Agriculture, construction, and mining machinery",519.284,110428.254,212.654836274563
2013,E,Manufacturing,N3331__,"Agriculture, construction, and mining machinery",520.252,105582.67,202.945245765514
2014,E,Manufacturing,N3331__,"Agriculture, construction, and mining machinery",523.638,109294.577,208.721630210183
2015,E,Manufacturing,N3331__,"Agriculture, construction, and mining machinery",481.297,83774.99,174.060902104106
2016,E,Manufacturing,N3331__,"Agriculture, construction, and mining machinery",411.796,67896.399,164.878723931267
2017,E,Manufacturing,N3331__,"Agriculture, construction, and mining machinery",426.825,71200.614,166.814535231067
2018,E,Manufacturing,N3331__,"Agriculture, construction, and mining machinery",446.121,85821.528,192.372759856631
2019,E,Manufacturing,N3331__,"Agriculture, construction, and mining machinery",440.982,90320.247,204.816176170456
2001,E,Manufacturing,N33324_,Industrial machinery,300.478,32247.662,107.321208208255
2002,E,Manufacturing,N33324_,Industrial machinery,260.947,31378.149,120.247211119499
2003,E,Manufacturing,N33324_,Industrial machinery,247.249,29165.984,117.961989735044
2004,E,Manufacturing,N33324_,Industrial machinery,249.999,32616.89,130.468081872328
2005,E,Manufacturing,N33324_,Industrial machinery,251.469,32818.21,130.505986821437
2006,E,Manufacturing,N33324_,Industrial machinery,252.42,36963.046,146.434696141352
2007,E,Manufacturing,N33324_,Industrial machinery,254.129,37792.146,148.712449189191
2008,E,Manufacturing,N33324_,Industrial machinery,243.816,33118.43,135.833702464153
2009,E,Manufacturing,N33324_,Industrial machinery,193.397,23896.123,123.559946638262
2010,E,Manufacturing,N33324_,Industrial machinery,204.242,29440.279,144.144098667267
2011,E,Manufacturing,N33324_,Industrial machinery,217.458,33393.748,153.564127325736
2012,E,Manufacturing,N33324_,Industrial machinery,217.736,30670.413,140.860551309843
2013,E,Manufacturing,N33324_,Industrial machinery,220.519,30851.971,139.906180419828
2014,E,Manufacturing,N33324_,Industrial machinery,228.388,30683.913,134.349935197996
2015,E,Manufacturing,N33324_,Industrial machinery,232.1,30433.322,131.121594140457
2016,E,Manufacturing,N33324_,Industrial machinery,236.783,29795.328,125.83389854846
2017,E,Manufacturing,N33324_,Industrial machinery,239.474,32298.797,134.873919506919
2018,E,Manufacturing,N33324_,Industrial machinery,240.809,35399.289,147.001519876749
2019,E,Manufacturing,N33324_,Industrial machinery,235.446,34347.862,145.884245219711
2001,E,Manufacturing,N3332__,Industrial machinery,300.478,32247.662,107.321208208255
2002,E,Manufacturing,N3332__,Industrial machinery,260.947,31378.149,120.247211119499
2003,E,Manufacturing,N3332__,Industrial machinery,247.249,29165.984,117.961989735044
2004,E,Manufacturing,N3332__,Industrial machinery,249.999,32616.89,130.468081872328
2005,E,Manufacturing,N3332__,Industrial machinery,251.469,32818.21,130.505986821437
2006,E,Manufacturing,N3332__,Industrial machinery,252.42,36963.046,146.434696141352
2007,E,Manufacturing,N3332__,Industrial machinery,254.129,37792.146,148.712449189191
2008,E,Manufacturing,N3332__,Industrial machinery,243.816,33118.43,135.833702464153
2009,E,Manufacturing,N3332__,Industrial machinery,193.397,23896.123,123.559946638262
2010,E,Manufacturing,N3332__,Industrial machinery,204.242,29440.279,144.144098667267
2011,E,Manufacturing,N3332__,Industrial machinery,217.458,33393.748,153.564127325736
2012,E,Manufacturing,N3332__,Industrial machinery,217.736,30670.413,140.860551309843
2013,E,Manufacturing,N3332__,Industrial machinery,220.519,30851.971,139.906180419828
2014,E,Manufacturing,N3332__,Industrial machinery,228.388,30683.913,134.349935197996
2015,E,Manufacturing,N3332__,Industrial machinery,232.1,30433.322,131.121594140457
2016,E,Manufacturing,N3332__,Industrial machinery,236.783,29795.328,125.83389854846
2017,E,Manufacturing,N3332__,Industrial machinery,239.474,32298.797,134.873919506919
2018,E,Manufacturing,N3332__,Industrial machinery,240.809,35399.289,147.001519876749
2019,E,Manufacturing,N3332__,Industrial machinery,235.446,34347.862,145.884245219711
2001,E,Manufacturing,N33331_,Commercial and service industry machinery,278.144,20353.744,73.1770018407731
2002,E,Manufacturing,N33331_,Commercial and service industry machinery,252.017,19238.201,76.3369177476123
2003,E,Manufacturing,N33331_,Commercial and service industry machinery,227.656,18706.409,82.1696287380961
2004,E,Manufacturing,N33331_,Commercial and service industry machinery,228.232,19415.788,85.0704020470399
2005,E,Manufacturing,N33331_,Commercial and service industry machinery,213.971,20368.86,95.1944889728047
2006,E,Manufacturing,N33331_,Commercial and service industry machinery,214.242,22243.412,103.823769382287
2007,E,Manufacturing,N33331_,Commercial and service industry machinery,222.192,21591.019,97.1728010009361
2008,E,Manufacturing,N33331_,Commercial and service industry machinery,205.652,21899.665,106.488947347947
2009,E,Manufacturing,N33331_,Commercial and service industry machinery,187.467,19513.226,104.088858305728
2010,E,Manufacturing,N33331_,Commercial and service industry machinery,183.525,20202.452,110.080108976979
2011,E,Manufacturing,N33331_,Commercial and service industry machinery,187.182,21275.293,113.660998386597
2012,E,Manufacturing,N33331_,Commercial and service industry machinery,171.015,23462.438,137.195205098968
2013,E,Manufacturing,N33331_,Commercial and service industry machinery,165.463,22826.712,137.956594525664
2014,E,Manufacturing,N33331_,Commercial and service industry machinery,172.43,24251.134,140.643356724468
2015,E,Manufacturing,N33331_,Commercial and service industry machinery,170.975,24473.995,143.143705220061
2016,E,Manufacturing,N33331_,Commercial and service industry machinery,175.566,24387.987,138.910648986706
2017,E,Manufacturing,N33331_,Commercial and service industry machinery,177.364,22582.799,127.324592363727
2018,E,Manufacturing,N33331_,Commercial and service industry machinery,185.294,23298.037,125.735517609852
2019,E,Manufacturing,N33331_,Commercial and service industry machinery,185.39,23281.424,125.580797238255
2001,E,Manufacturing,N3333__,Commercial and service industry machinery,278.144,20353.744,73.1770018407731
2002,E,Manufacturing,N3333__,Commercial and service industry machinery,252.017,19238.201,76.3369177476123
2003,E,Manufacturing,N3333__,Commercial and service industry machinery,227.656,18706.409,82.1696287380961
2004,E,Manufacturing,N3333__,Commercial and service industry machinery,228.232,19415.788,85.0704020470399
2005,E,Manufacturing,N3333__,Commercial and service industry machinery,213.971,20368.86,95.1944889728047
2006,E,Manufacturing,N3333__,Commercial and service industry machinery,214.242,22243.412,103.823769382287
2007,E,Manufacturing,N3333__,Commercial and service industry machinery,222.192,21591.019,97.1728010009361
2008,E,Manufacturing,N3333__,Commercial and service industry machinery,205.652,21899.665,106.488947347947
2009,E,Manufacturing,N3333__,Commercial and service industry machinery,187.467,19513.226,104.088858305728
2010,E,Manufacturing,N3333__,Commercial and service industry machinery,183.525,20202.452,110.080108976979
2011,E,Manufacturing,N3333__,Commercial and service industry machinery,187.182,21275.293,113.660998386597
2012,E,Manufacturing,N3333__,Commercial and service industry machinery,171.015,23462.438,137.195205098968
2013,E,Manufacturing,N3333__,Commercial and service industry machinery,165.463,22826.712,137.956594525664
2014,E,Manufacturing,N3333__,Commercial and service industry machinery,172.43,24251.134,140.643356724468
2015,E,Manufacturing,N3333__,Commercial and service industry machinery,170.975,24473.995,143.143705220061
2016,E,Manufacturing,N3333__,Commercial and service industry machinery,175.566,24387.987,138.910648986706
2017,E,Manufacturing,N3333__,Commercial and service industry machinery,177.364,22582.799,127.324592363727
2018,E,Manufacturing,N3333__,Commercial and service industry machinery,185.294,23298.037,125.735517609852
2019,E,Manufacturing,N3333__,Commercial and service industry machinery,185.39,23281.424,125.580797238255
2001,E,Manufacturing,N33341_,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",357.193,31764.295,88.9275405733035
2002,E,Manufacturing,N33341_,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",320.748,31060.978,96.8391946325464
2003,E,Manufacturing,N33341_,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",301.428,31977.593,106.087002534602
2004,E,Manufacturing,N33341_,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",304.613,33658.703,110.49660717041
2005,E,Manufacturing,N33341_,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",305.146,37084.594,121.530657455775
2006,E,Manufacturing,N33341_,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",315.823,38576.896,122.147202705313
2007,E,Manufacturing,N33341_,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",309.865,38689.312,124.858606167202
2008,E,Manufacturing,N33341_,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",302.921,39160.666,129.276827951842
2009,E,Manufacturing,N33341_,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",248.222,33392.776,134.527866184303
2010,E,Manufacturing,N33341_,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",248.568,34816.765,140.069377393711
2011,E,Manufacturing,N33341_,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",263.123,37205.633,141.400155060561
2012,E,Manufacturing,N33341_,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",257.078,39902.579,155.21584499646
2013,E,Manufacturing,N33341_,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",249.275,41003.278,164.490133386822
2014,E,Manufacturing,N33341_,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",260.117,40372.945,155.210712871516
2015,E,Manufacturing,N33341_,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",259.047,41945.388,161.921921504592
2016,E,Manufacturing,N33341_,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",268.288,41014.093,152.873378608063
2017,E,Manufacturing,N33341_,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",269.274,41087.809,152.58736082949
2018,E,Manufacturing,N33341_,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",268.589,42226.529,157.216151815599
2019,E,Manufacturing,N33341_,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",279.422,42266.092,151.262577749784
2001,E,Manufacturing,N3334__,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",357.193,31764.295,88.9275405733035
2002,E,Manufacturing,N3334__,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",320.748,31060.978,96.8391946325464
2003,E,Manufacturing,N3334__,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",301.428,31977.593,106.087002534602
2004,E,Manufacturing,N3334__,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",304.613,33658.703,110.49660717041
2005,E,Manufacturing,N3334__,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",305.146,37084.594,121.530657455775
2006,E,Manufacturing,N3334__,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",315.823,38576.896,122.147202705313
2007,E,Manufacturing,N3334__,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",309.865,38689.312,124.858606167202
2008,E,Manufacturing,N3334__,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",302.921,39160.666,129.276827951842
2009,E,Manufacturing,N3334__,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",248.222,33392.776,134.527866184303
2010,E,Manufacturing,N3334__,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",248.568,34816.765,140.069377393711
2011,E,Manufacturing,N3334__,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",263.123,37205.633,141.400155060561
2012,E,Manufacturing,N3334__,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",257.078,39902.579,155.21584499646
2013,E,Manufacturing,N3334__,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",249.275,41003.278,164.490133386822
2014,E,Manufacturing,N3334__,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",260.117,40372.945,155.210712871516
2015,E,Manufacturing,N3334__,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",259.047,41945.388,161.921921504592
2016,E,Manufacturing,N3334__,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",268.288,41014.093,152.873378608063
2017,E,Manufacturing,N3334__,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",269.274,41087.809,152.58736082949
2018,E,Manufacturing,N3334__,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",268.589,42226.529,157.216151815599
2019,E,Manufacturing,N3334__,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment manufacturing",279.422,42266.092,151.262577749784
2001,E,Manufacturing,N333514,"Special die and tool, die set, jig, and fixture manufacturing",189.933,7133.497,37.5579651771941
2002,E,Manufacturing,N333514,"Special die and tool, die set, jig, and fixture manufacturing",169.964,6899.257,40.5924607563955
2003,E,Manufacturing,N333514,"Special die and tool, die set, jig, and fixture manufacturing",162.921,6934.676,42.5646540347776
2004,E,Manufacturing,N333514,"Special die and tool, die set, jig, and fixture manufacturing",166.326,6999.285,42.081725045994
2005,E,Manufacturing,N333514,"Special die and tool, die set, jig, and fixture manufacturing",164.171,7825.474,47.6666037241657
2006,E,Manufacturing,N333514,"Special die and tool, die set, jig, and fixture manufacturing",159.21,7701.475,48.3730607373909
2007,E,Manufacturing,N333514,"Special die and tool, die set, jig, and fixture manufacturing",143.297,7524.81,52.5119855963489
2008,E,Manufacturing,N333514,"Special die and tool, die set, jig, and fixture manufacturing",145.568,7839.547,53.8548788195208
2009,E,Manufacturing,N333514,"Special die and tool, die set, jig, and fixture manufacturing",115.527,5419.859,46.9142191868568
2010,E,Manufacturing,N333514,"Special die and tool, die set, jig, and fixture manufacturing",118.061,6621.664,56.0868025851043
2011,E,Manufacturing,N333514,"Special die and tool, die set, jig, and fixture manufacturing",128.761,7609.162,59.0952384650632
2012,E,Manufacturing,N333514,"Special die and tool, die set, jig, and fixture manufacturing",138.454,7146.381,51.6155618472561
2013,E,Manufacturing,N333514,"Special die and tool, die set, jig, and fixture manufacturing",138.761,7474.953,53.8692644186767
2014,E,Manufacturing,N333514,"Special die and tool, die set, jig, and fixture manufacturing",143.183,7876.867,55.0125852929468
2015,E,Manufacturing,N333514,"Special die and tool, die set, jig, and fixture manufacturing",136.471,8028.856,58.8319569725436
2016,E,Manufacturing,N333514,"Special die and tool, die set, jig, and fixture manufacturing",131.796,8056.242,61.1266047527998
2017,E,Manufacturing,N333514,"Special die and tool, die set, jig, and fixture manufacturing",131.697,8901.476,67.5905753358087
2001,E,Manufacturing,N333517,Machine tool manufacturing,103.817,4994.387,48.1076028010827
2002,E,Manufacturing,N333517,Machine tool manufacturing,83.423,3693.678,44.2764944919267
2003,E,Manufacturing,N333517,Machine tool manufacturing,77.535,3679.977,47.4621396788547
2004,E,Manufacturing,N333517,Machine tool manufacturing,80.04,4154.573,51.9062093953023
2005,E,Manufacturing,N333517,Machine tool manufacturing,79.792,4961.37,62.1787898536194
2006,E,Manufacturing,N333517,Machine tool manufacturing,83.505,5648.079,67.637614514101
2007,E,Manufacturing,N333517,Machine tool manufacturing,84.186,6069.757,72.0993633145654
2008,E,Manufacturing,N333517,Machine tool manufacturing,85.141,6429.682,75.5180465345721
2009,E,Manufacturing,N333517,Machine tool manufacturing,63.4,4180.9,65.9447949526814
2010,E,Manufacturing,N333517,Machine tool manufacturing,66.138,4598.424,69.5277147781911
2011,E,Manufacturing,N333517,Machine tool manufacturing,74.365,6273.326,84.358582666577
2012,E,Manufacturing,N333517,Machine tool manufacturing,83.449,7127.335,85.4094716533452
2013,E,Manufacturing,N333517,Machine tool manufacturing,78.362,7282.445,92.9333733187004
2014,E,Manufacturing,N333517,Machine tool manufacturing,81.432,7516.155,92.2997715885647
2015,E,Manufacturing,N333517,Machine tool manufacturing,77.572,7193.649,92.7351234981695
2016,E,Manufacturing,N333517,Machine tool manufacturing,73.832,6244.705,84.5799246938997
2017,E,Manufacturing,N333517,Machine tool manufacturing,78.231,7220.471,92.2968005010801
2001,E,Manufacturing,N33351_,Metalworking machinery manufacturing,497.07,24926.528,50.1469169332287
2002,E,Manufacturing,N33351_,Metalworking machinery manufacturing,441.78,23509.521,53.2154488659514
2003,E,Manufacturing,N33351_,Metalworking machinery manufacturing,410.839,22680.529,55.2053943272182
2004,E,Manufacturing,N33351_,Metalworking machinery manufacturing,424.695,23423.085,55.1527213647441
2005,E,Manufacturing,N33351_,Metalworking machinery manufacturing,419.312,25687.887,61.2619886862289
2006,E,Manufacturing,N33351_,Metalworking machinery manufacturing,412.559,26265.476,63.6647752200291
2007,E,Manufacturing,N33351_,Metalworking machinery manufacturing,393.218,26456.999,67.2832856074748
2008,E,Manufacturing,N33351_,Metalworking machinery manufacturing,393.045,27032.668,68.777539467491
2009,E,Manufacturing,N33351_,Metalworking machinery manufacturing,302.998,19094.21,63.0176106772982
2010,E,Manufacturing,N33351_,Metalworking machinery manufacturing,322.159,22257.53,69.0886487728109
2011,E,Manufacturing,N33351_,Metalworking machinery manufacturing,356.105,26488.369,74.383591918114
2012,E,Manufacturing,N33351_,Metalworking machinery manufacturing,384.045,28087.131,73.1349998047104
2013,E,Manufacturing,N33351_,Metalworking machinery manufacturing,375.878,28479.671,75.7683902755681
2014,E,Manufacturing,N33351_,Metalworking machinery manufacturing,386.784,29602.015,76.5337113220816
2015,E,Manufacturing,N33351_,Metalworking machinery manufacturing,377.297,29610.596,78.4808678574174
2016,E,Manufacturing,N33351_,Metalworking machinery manufacturing,366.607,28242.351,77.0371296783749
2017,E,Manufacturing,N33351_,Metalworking machinery manufacturing,369.534,30593.468,82.7893184388987
2018,E,Manufacturing,N33351_,Metalworking machinery manufacturing,376.652,32116.584,85.2685874494228
2019,E,Manufacturing,N33351_,Metalworking machinery manufacturing,377.307,32168.75,85.2588210661345
2001,E,Manufacturing,N3335__,Metalworking machinery manufacturing,497.07,24926.528,50.1469169332287
2002,E,Manufacturing,N3335__,Metalworking machinery manufacturing,441.78,23509.521,53.2154488659514
2003,E,Manufacturing,N3335__,Metalworking machinery manufacturing,410.839,22680.529,55.2053943272182
2004,E,Manufacturing,N3335__,Metalworking machinery manufacturing,424.695,23423.085,55.1527213647441
2005,E,Manufacturing,N3335__,Metalworking machinery manufacturing,419.312,25687.887,61.2619886862289
2006,E,Manufacturing,N3335__,Metalworking machinery manufacturing,412.559,26265.476,63.6647752200291
2007,E,Manufacturing,N3335__,Metalworking machinery manufacturing,393.218,26456.999,67.2832856074748
2008,E,Manufacturing,N3335__,Metalworking machinery manufacturing,393.045,27032.668,68.777539467491
2009,E,Manufacturing,N3335__,Metalworking machinery manufacturing,302.998,19094.21,63.0176106772982
2010,E,Manufacturing,N3335__,Metalworking machinery manufacturing,322.159,22257.53,69.0886487728109
2011,E,Manufacturing,N3335__,Metalworking machinery manufacturing,356.105,26488.369,74.383591918114
2012,E,Manufacturing,N3335__,Metalworking machinery manufacturing,384.045,28087.131,73.1349998047104
2013,E,Manufacturing,N3335__,Metalworking machinery manufacturing,375.878,28479.671,75.7683902755681
2014,E,Manufacturing,N3335__,Metalworking machinery manufacturing,386.784,29602.015,76.5337113220816
2015,E,Manufacturing,N3335__,Metalworking machinery manufacturing,377.297,29610.596,78.4808678574174
2016,E,Manufacturing,N3335__,Metalworking machinery manufacturing,366.607,28242.351,77.0371296783749
2017,E,Manufacturing,N3335__,Metalworking machinery manufacturing,369.534,30593.468,82.7893184388987
2018,E,Manufacturing,N3335__,Metalworking machinery manufacturing,376.652,32116.584,85.2685874494228
2019,E,Manufacturing,N3335__,Metalworking machinery manufacturing,377.307,32168.75,85.2588210661345
2001,E,Manufacturing,N33361_,"Engine, turbine, and power transmission equipment manufacturing",208.679,33890.391,162.404415393978
2002,E,Manufacturing,N33361_,"Engine, turbine, and power transmission equipment manufacturing",198.988,33657.154,169.141626630752
2003,E,Manufacturing,N33361_,"Engine, turbine, and power transmission equipment manufacturing",184.966,35018.402,189.323454040202
2004,E,Manufacturing,N33361_,"Engine, turbine, and power transmission equipment manufacturing",189.478,32350.869,170.736808494918
2005,E,Manufacturing,N33361_,"Engine, turbine, and power transmission equipment manufacturing",198.597,36558.964,184.086184584863
2006,E,Manufacturing,N33361_,"Engine, turbine, and power transmission equipment manufacturing",211.876,38977.068,183.961694576073
2007,E,Manufacturing,N33361_,"Engine, turbine, and power transmission equipment manufacturing",209.849,39108.277,186.36389499116
2008,E,Manufacturing,N33361_,"Engine, turbine, and power transmission equipment manufacturing",215.358,40744.79,189.195618458567
2009,E,Manufacturing,N33361_,"Engine, turbine, and power transmission equipment manufacturing",187.768,32449.976,172.819521963274
2010,E,Manufacturing,N33361_,"Engine, turbine, and power transmission equipment manufacturing",185.52,35394.27,190.784120310479
2011,E,Manufacturing,N33361_,"Engine, turbine, and power transmission equipment manufacturing",205.484,43570.914,212.040421638668
2012,E,Manufacturing,N33361_,"Engine, turbine, and power transmission equipment manufacturing",211.166,50301.55,238.208565772899
2013,E,Manufacturing,N33361_,"Engine, turbine, and power transmission equipment manufacturing",218.001,45678.94,209.53546084651
2014,E,Manufacturing,N33361_,"Engine, turbine, and power transmission equipment manufacturing",220.364,47837.938,217.085994082518
2015,E,Manufacturing,N33361_,"Engine, turbine, and power transmission equipment manufacturing",209.298,46838.962,223.790776787165
2016,E,Manufacturing,N33361_,"Engine, turbine, and power transmission equipment manufacturing",201.696,40837.793,202.472002419483
2017,E,Manufacturing,N33361_,"Engine, turbine, and power transmission equipment manufacturing",205.818,41271.029,200.521961150142
2018,E,Manufacturing,N33361_,"Engine, turbine, and power transmission equipment manufacturing",207.358,49415.542,238.310274983362
2019,E,Manufacturing,N33361_,"Engine, turbine, and power transmission equipment manufacturing",208.881,51670.588,247.368539982095
2001,E,Manufacturing,N3336__,"Engine, turbine, and power transmission equipment manufacturing",208.679,33890.391,162.404415393978
2002,E,Manufacturing,N3336__,"Engine, turbine, and power transmission equipment manufacturing",198.988,33657.154,169.141626630752
2003,E,Manufacturing,N3336__,"Engine, turbine, and power transmission equipment manufacturing",184.966,35018.402,189.323454040202
2004,E,Manufacturing,N3336__,"Engine, turbine, and power transmission equipment manufacturing",189.478,32350.869,170.736808494918
