O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	Date	Domain Source
37-1011.00	1.B.2.e.1	Company Policies and Practices	EN	3.31	06/2006	Analyst
37-1011.00	1.B.2.e.2	Supervision, Human Relations	EN	2.69	06/2006	Analyst
37-1011.00	1.B.2.e.3	Supervision, Technical	EN	2.75	06/2006	Analyst
37-1011.00	1.B.2.f	Independence-Mean Extent	EN	3.39	06/2006	Analyst
37-1011.00	1.B.2.f.1	Creativity	EN	3.06	06/2006	Analyst
37-1011.00	1.B.2.f.2	Responsibility	EN	3.50	06/2006	Analyst
37-1011.00	1.B.2.f.3	Autonomy	EN	3.63	06/2006	Analyst
37-1012.00	1.B.2.a	Achievement-Mean Extent	EN	3.16	06/2006	Analyst
37-1012.00	1.B.2.a.1	Ability Utilization	EN	3.19	06/2006	Analyst
37-1012.00	1.B.2.a.2	Achievement	EN	3.12	06/2006	Analyst
37-1012.00	1.B.2.b	Working Conditions-Mean Extent	EN	2.84	06/2006	Analyst
37-1012.00	1.B.2.b.1	Activity	EN	3.25	06/2006	Analyst
37-1012.00	1.B.2.b.2	Independence	EN	2.63	06/2006	Analyst
37-1012.00	1.B.2.b.3	Variety	EN	2.94	06/2006	Analyst
37-1012.00	1.B.2.b.4	Compensation	EN	2.94	06/2006	Analyst
37-1012.00	1.B.2.b.5	Security	EN	3.00	06/2006	Analyst
37-1012.00	1.B.2.b.6	Working Conditions	EN	2.31	06/2006	Analyst
37-1012.00	1.B.2.c	Recognition-Mean Extent	EN	3.07	06/2006	Analyst
37-1012.00	1.B.2.c.1	Advancement	EN	2.44	06/2006	Analyst
37-1012.00	1.B.2.c.2	Recognition	EN	2.81	06/2006	Analyst
37-1012.00	1.B.2.c.3	Authority	EN	4.25	06/2006	Analyst
37-1012.00	1.B.2.c.4	Social Status	EN	2.81	06/2006	Analyst
37-1012.00	1.B.2.d	Relationships-Mean Extent	EN	3.21	06/2006	Analyst
37-1012.00	1.B.2.d.1	Co-workers	EN	3.19	06/2006	Analyst
37-1012.00	1.B.2.d.2	Social Service	EN	2.75	06/2006	Analyst
37-1012.00	1.B.2.d.3	Moral Values	EN	3.69	06/2006	Analyst
37-1012.00	1.B.2.e	Support-Mean Extent	EN	2.79	06/2006	Analyst
37-1012.00	1.B.2.e.1	Company Policies and Practices	EN	3.19	06/2006	Analyst
37-1012.00	1.B.2.e.2	Supervision, Human Relations	EN	2.69	06/2006	Analyst
37-1012.00	1.B.2.e.3	Supervision, Technical	EN	2.50	06/2006	Analyst
37-1012.00	1.B.2.f	Independence-Mean Extent	EN	3.58	06/2006	Analyst
37-1012.00	1.B.2.f.1	Creativity	EN	3.00	06/2006	Analyst
37-1012.00	1.B.2.f.2	Responsibility	EN	3.81	06/2006	Analyst
37-1012.00	1.B.2.f.3	Autonomy	EN	3.94	06/2006	Analyst
37-2011.00	1.B.2.a	Achievement-Mean Extent	EN	1.50	03/2002	Legacy Analyst
37-2011.00	1.B.2.a.1	Ability Utilization	EN	1.50	03/2002	Legacy Analyst
37-2011.00	1.B.2.a.2	Achievement	EN	1.50	03/2002	Legacy Analyst
37-2011.00	1.B.2.b	Working Conditions-Mean Extent	EN	2.77	03/2002	Legacy Analyst
37-2011.00	1.B.2.b.1	Activity	EN	3.25	03/2002	Legacy Analyst
37-2011.00	1.B.2.b.2	Independence	EN	3.75	03/2002	Legacy Analyst
37-2011.00	1.B.2.b.3	Variety	EN	2.12	03/2002	Legacy Analyst
37-2011.00	1.B.2.b.4	Compensation	EN	2.12	03/2002	Legacy Analyst
37-2011.00	1.B.2.b.5	Security	EN	3.25	03/2002	Legacy Analyst
37-2011.00	1.B.2.b.6	Working Conditions	EN	2.12	03/2002	Legacy Analyst
37-2011.00	1.B.2.c	Recognition-Mean Extent	EN	1.46	03/2002	Legacy Analyst
37-2011.00	1.B.2.c.1	Advancement	EN	1.87	03/2002	Legacy Analyst
37-2011.00	1.B.2.c.2	Recognition	EN	1.62	03/2002	Legacy Analyst
37-2011.00	1.B.2.c.3	Authority	EN	1.12	03/2002	Legacy Analyst
37-2011.00	1.B.2.c.4	Social Status	EN	1.25	03/2002	Legacy Analyst
37-2011.00	1.B.2.d	Relationships-Mean Extent	EN	3.08	03/2002	Legacy Analyst
37-2011.00	1.B.2.d.1	Co-workers	EN	3.00	03/2002	Legacy Analyst
37-2011.00	1.B.2.d.2	Social Service	EN	2.00	03/2002	Legacy Analyst
37-2011.00	1.B.2.d.3	Moral Values	EN	4.25	03/2002	Legacy Analyst
37-2011.00	1.B.2.e	Support-Mean Extent	EN	3.04	03/2002	Legacy Analyst
37-2011.00	1.B.2.e.1	Company Policies and Practices	EN	3.25	03/2002	Legacy Analyst
37-2011.00	1.B.2.e.2	Supervision, Human Relations	EN	3.12	03/2002	Legacy Analyst
37-2011.00	1.B.2.e.3	Supervision, Technical	EN	2.75	03/2002	Legacy Analyst
37-2011.00	1.B.2.f	Independence-Mean Extent	EN	1.79	03/2002	Legacy Analyst
37-2011.00	1.B.2.f.1	Creativity	EN	1.37	03/2002	Legacy Analyst
37-2011.00	1.B.2.f.2	Responsibility	EN	1.75	03/2002	Legacy Analyst
37-2011.00	1.B.2.f.3	Autonomy	EN	2.25	03/2002	Legacy Analyst
37-2012.00	1.B.2.a	Achievement-Mean Extent	EN	1.18	03/2002	Legacy Analyst
37-2012.00	1.B.2.a.1	Ability Utilization	EN	1.12	03/2002	Legacy Analyst
37-2012.00	1.B.2.a.2	Achievement	EN	1.25	03/2002	Legacy Analyst
37-2012.00	1.B.2.b	Working Conditions-Mean Extent	EN	2.70	03/2002	Legacy Analyst
37-2012.00	1.B.2.b.1	Activity	EN	3.50	03/2002	Legacy Analyst
37-2012.00	1.B.2.b.2	Independence	EN	3.75	03/2002	Legacy Analyst
37-2012.00	1.B.2.b.3	Variety	EN	2.00	03/2002	Legacy Analyst
37-2012.00	1.B.2.b.4	Compensation	EN	2.00	03/2002	Legacy Analyst
37-2012.00	1.B.2.b.5	Security	EN	2.87	03/2002	Legacy Analyst
37-2012.00	1.B.2.b.6	Working Conditions	EN	2.12	03/2002	Legacy Analyst
37-2012.00	1.B.2.c	Recognition-Mean Extent	EN	1.46	03/2002	Legacy Analyst
37-2012.00	1.B.2.c.1	Advancement	EN	1.87	03/2002	Legacy Analyst
37-2012.00	1.B.2.c.2	Recognition	EN	1.62	03/2002	Legacy Analyst
37-2012.00	1.B.2.c.3	Authority	EN	1.12	03/2002	Legacy Analyst
37-2012.00	1.B.2.c.4	Social Status	EN	1.25	03/2002	Legacy Analyst
37-2012.00	1.B.2.d	Relationships-Mean Extent	EN	3.37	03/2002	Legacy Analyst
37-2012.00	1.B.2.d.1	Co-workers	EN	3.12	03/2002	Legacy Analyst
37-2012.00	1.B.2.d.2	Social Service	EN	2.75	03/2002	Legacy Analyst
37-2012.00	1.B.2.d.3	Moral Values	EN	4.25	03/2002	Legacy Analyst
37-2012.00	1.B.2.e	Support-Mean Extent	EN	2.66	03/2002	Legacy Analyst
37-2012.00	1.B.2.e.1	Company Policies and Practices	EN	2.75	03/2002	Legacy Analyst
37-2012.00	1.B.2.e.2	Supervision, Human Relations	EN	2.75	03/2002	Legacy Analyst
37-2012.00	1.B.2.e.3	Supervision, Technical	EN	2.50	03/2002	Legacy Analyst
37-2012.00	1.B.2.f	Independence-Mean Extent	EN	1.79	03/2002	Legacy Analyst
37-2012.00	1.B.2.f.1	Creativity	EN	1.37	03/2002	Legacy Analyst
37-2012.00	1.B.2.f.2	Responsibility	EN	1.50	03/2002	Legacy Analyst
37-2012.00	1.B.2.f.3	Autonomy	EN	2.50	03/2002	Legacy Analyst
37-2021.00	1.B.2.a	Achievement-Mean Extent	EN	2.12	03/2002	Legacy Analyst
37-2021.00	1.B.2.a.1	Ability Utilization	EN	2.00	03/2002	Legacy Analyst
37-2021.00	1.B.2.a.2	Achievement	EN	2.25	03/2002	Legacy Analyst
37-2021.00	1.B.2.b	Working Conditions-Mean Extent	EN	2.77	03/2002	Legacy Analyst
37-2021.00	1.B.2.b.1	Activity	EN	2.62	03/2002	Legacy Analyst
37-2021.00	1.B.2.b.2	Independence	EN	3.75	03/2002	Legacy Analyst
37-2021.00	1.B.2.b.3	Variety	EN	2.50	03/2002	Legacy Analyst
37-2021.00	1.B.2.b.4	Compensation	EN	2.75	03/2002	Legacy Analyst
37-2021.00	1.B.2.b.5	Security	EN	3.12	03/2002	Legacy Analyst
37-2021.00	1.B.2.b.6	Working Conditions	EN	1.87	03/2002	Legacy Analyst
37-2021.00	1.B.2.c	Recognition-Mean Extent	EN	2.15	03/2002	Legacy Analyst
37-2021.00	1.B.2.c.1	Advancement	EN	2.12	03/2002	Legacy Analyst
37-2021.00	1.B.2.c.2	Recognition	EN	2.25	03/2002	Legacy Analyst
37-2021.00	1.B.2.c.3	Authority	EN	2.37	03/2002	Legacy Analyst
37-2021.00	1.B.2.c.4	Social Status	EN	1.87	03/2002	Legacy Analyst
37-2021.00	1.B.2.d	Relationships-Mean Extent	EN	3.08	03/2002	Legacy Analyst
37-2021.00	1.B.2.d.1	Co-workers	EN	2.75	03/2002	Legacy Analyst
37-2021.00	1.B.2.d.2	Social Service	EN	2.87	03/2002	Legacy Analyst
37-2021.00	1.B.2.d.3	Moral Values	EN	3.62	03/2002	Legacy Analyst
37-2021.00	1.B.2.e	Support-Mean Extent	EN	3.12	03/2002	Legacy Analyst
37-2021.00	1.B.2.e.1	Company Policies and Practices	EN	3.12	03/2002	Legacy Analyst
37-2021.00	1.B.2.e.2	Supervision, Human Relations	EN	3.00	03/2002	Legacy Analyst
37-2021.00	1.B.2.e.3	Supervision, Technical	EN	3.25	03/2002	Legacy Analyst
37-2021.00	1.B.2.f	Independence-Mean Extent	EN	2.20	03/2002	Legacy Analyst
37-2021.00	1.B.2.f.1	Creativity	EN	1.62	03/2002	Legacy Analyst
37-2021.00	1.B.2.f.2	Responsibility	EN	2.37	03/2002	Legacy Analyst
37-2021.00	1.B.2.f.3	Autonomy	EN	2.62	03/2002	Legacy Analyst
37-3011.00	1.B.2.a	Achievement-Mean Extent	EN	1.81	03/2002	Legacy Analyst
37-3011.00	1.B.2.a.1	Ability Utilization	EN	1.62	03/2002	Legacy Analyst
37-3011.00	1.B.2.a.2	Achievement	EN	2.00	03/2002	Legacy Analyst
37-3011.00	1.B.2.b	Working Conditions-Mean Extent	EN	2.62	03/2002	Legacy Analyst
37-3011.00	1.B.2.b.1	Activity	EN	2.87	03/2002	Legacy Analyst
37-3011.00	1.B.2.b.2	Independence	EN	3.50	03/2002	Legacy Analyst
37-3011.00	1.B.2.b.3	Variety	EN	2.62	03/2002	Legacy Analyst
37-3011.00	1.B.2.b.4	Compensation	EN	2.00	03/2002	Legacy Analyst
37-3011.00	1.B.2.b.5	Security	EN	2.37	03/2002	Legacy Analyst
37-3011.00	1.B.2.b.6	Working Conditions	EN	2.37	03/2002	Legacy Analyst
37-3011.00	1.B.2.c	Recognition-Mean Extent	EN	1.56	03/2002	Legacy Analyst
37-3011.00	1.B.2.c.1	Advancement	EN	1.62	03/2002	Legacy Analyst
37-3011.00	1.B.2.c.2	Recognition	EN	1.87	03/2002	Legacy Analyst
37-3011.00	1.B.2.c.3	Authority	EN	1.25	03/2002	Legacy Analyst
37-3011.00	1.B.2.c.4	Social Status	EN	1.50	03/2002	Legacy Analyst
37-3011.00	1.B.2.d	Relationships-Mean Extent	EN	2.91	03/2002	Legacy Analyst
37-3011.00	1.B.2.d.1	Co-workers	EN	2.37	03/2002	Legacy Analyst
37-3011.00	1.B.2.d.2	Social Service	EN	2.12	03/2002	Legacy Analyst
37-3011.00	1.B.2.d.3	Moral Values	EN	4.25	03/2002	Legacy Analyst
37-3011.00	1.B.2.e	Support-Mean Extent	EN	2.16	03/2002	Legacy Analyst
37-3011.00	1.B.2.e.1	Company Policies and Practices	EN	2.12	03/2002	Legacy Analyst
37-3011.00	1.B.2.e.2	Supervision, Human Relations	EN	2.37	03/2002	Legacy Analyst
37-3011.00	1.B.2.e.3	Supervision, Technical	EN	2.00	03/2002	Legacy Analyst
37-3011.00	1.B.2.f	Independence-Mean Extent	EN	1.58	03/2002	Legacy Analyst
37-3011.00	1.B.2.f.1	Creativity	EN	1.62	03/2002	Legacy Analyst
37-3011.00	1.B.2.f.2	Responsibility	EN	1.37	03/2002	Legacy Analyst
37-3011.00	1.B.2.f.3	Autonomy	EN	1.75	03/2002	Legacy Analyst
37-3012.00	1.B.2.a	Achievement-Mean Extent	EN	1.68	03/2002	Legacy Analyst
37-3012.00	1.B.2.a.1	Ability Utilization	EN	1.62	03/2002	Legacy Analyst
37-3012.00	1.B.2.a.2	Achievement	EN	1.75	03/2002	Legacy Analyst
37-3012.00	1.B.2.b	Working Conditions-Mean Extent	EN	2.37	03/2002	Legacy Analyst
37-3012.00	1.B.2.b.1	Activity	EN	2.50	03/2002	Legacy Analyst
37-3012.00	1.B.2.b.2	Independence	EN	3.37	03/2002	Legacy Analyst
37-3012.00	1.B.2.b.3	Variety	EN	2.25	03/2002	Legacy Analyst
37-3012.00	1.B.2.b.4	Compensation	EN	2.12	03/2002	Legacy Analyst
37-3012.00	1.B.2.b.5	Security	EN	2.25	03/2002	Legacy Analyst
37-3012.00	1.B.2.b.6	Working Conditions	EN	1.75	03/2002	Legacy Analyst
37-3012.00	1.B.2.c	Recognition-Mean Extent	EN	1.75	03/2002	Legacy Analyst
37-3012.00	1.B.2.c.1	Advancement	EN	1.62	03/2002	Legacy Analyst
37-3012.00	1.B.2.c.2	Recognition	EN	1.62	03/2002	Legacy Analyst
37-3012.00	1.B.2.c.3	Authority	EN	1.87	03/2002	Legacy Analyst
37-3012.00	1.B.2.c.4	Social Status	EN	1.87	03/2002	Legacy Analyst
37-3012.00	1.B.2.d	Relationships-Mean Extent	EN	2.87	03/2002	Legacy Analyst
37-3012.00	1.B.2.d.1	Co-workers	EN	2.50	03/2002	Legacy Analyst
37-3012.00	1.B.2.d.2	Social Service	EN	2.25	03/2002	Legacy Analyst
37-3012.00	1.B.2.d.3	Moral Values	EN	3.87	03/2002	Legacy Analyst
37-3012.00	1.B.2.e	Support-Mean Extent	EN	2.62	03/2002	Legacy Analyst
37-3012.00	1.B.2.e.1	Company Policies and Practices	EN	2.50	03/2002	Legacy Analyst
37-3012.00	1.B.2.e.2	Supervision, Human Relations	EN	2.50	03/2002	Legacy Analyst
37-3012.00	1.B.2.e.3	Supervision, Technical	EN	2.87	03/2002	Legacy Analyst
37-3012.00	1.B.2.f	Independence-Mean Extent	EN	1.91	03/2002	Legacy Analyst
37-3012.00	1.B.2.f.1	Creativity	EN	1.75	03/2002	Legacy Analyst
37-3012.00	1.B.2.f.2	Responsibility	EN	1.87	03/2002	Legacy Analyst
37-3012.00	1.B.2.f.3	Autonomy	EN	2.12	03/2002	Legacy Analyst
37-3013.00	1.B.2.a	Achievement-Mean Extent	EN	1.87	03/2002	Legacy Analyst
37-3013.00	1.B.2.a.1	Ability Utilization	EN	1.87	03/2002	Legacy Analyst
37-3013.00	1.B.2.a.2	Achievement	EN	1.87	03/2002	Legacy Analyst
37-3013.00	1.B.2.b	Working Conditions-Mean Extent	EN	2.43	03/2002	Legacy Analyst
37-3013.00	1.B.2.b.1	Activity	EN	2.50	03/2002	Legacy Analyst
37-3013.00	1.B.2.b.2	Independence	EN	3.50	03/2002	Legacy Analyst
37-3013.00	1.B.2.b.3	Variety	EN	2.25	03/2002	Legacy Analyst
37-3013.00	1.B.2.b.4	Compensation	EN	2.12	03/2002	Legacy Analyst
37-3013.00	1.B.2.b.5	Security	EN	2.37	03/2002	Legacy Analyst
37-3013.00	1.B.2.b.6	Working Conditions	EN	1.87	03/2002	Legacy Analyst
37-3013.00	1.B.2.c	Recognition-Mean Extent	EN	1.59	03/2002	Legacy Analyst
37-3013.00	1.B.2.c.1	Advancement	EN	1.62	03/2002	Legacy Analyst
37-3013.00	1.B.2.c.2	Recognition	EN	1.62	03/2002	Legacy Analyst
37-3013.00	1.B.2.c.3	Authority	EN	1.25	03/2002	Legacy Analyst
37-3013.00	1.B.2.c.4	Social Status	EN	1.87	03/2002	Legacy Analyst
37-3013.00	1.B.2.d	Relationships-Mean Extent	EN	2.87	03/2002	Legacy Analyst
37-3013.00	1.B.2.d.1	Co-workers	EN	2.37	03/2002	Legacy Analyst
37-3013.00	1.B.2.d.2	Social Service	EN	2.00	03/2002	Legacy Analyst
37-3013.00	1.B.2.d.3	Moral Values	EN	4.25	03/2002	Legacy Analyst
37-3013.00	1.B.2.e	Support-Mean Extent	EN	2.45	03/2002	Legacy Analyst
37-3013.00	1.B.2.e.1	Company Policies and Practices	EN	2.37	03/2002	Legacy Analyst
37-3013.00	1.B.2.e.2	Supervision, Human Relations	EN	2.37	03/2002	Legacy Analyst
37-3013.00	1.B.2.e.3	Supervision, Technical	EN	2.62	03/2002	Legacy Analyst
37-3013.00	1.B.2.f	Independence-Mean Extent	EN	1.95	03/2002	Legacy Analyst
37-3013.00	1.B.2.f.1	Creativity	EN	1.75	03/2002	Legacy Analyst
37-3013.00	1.B.2.f.2	Responsibility	EN	1.87	03/2002	Legacy Analyst
37-3013.00	1.B.2.f.3	Autonomy	EN	2.25	03/2002	Legacy Analyst
39-1011.00	1.B.2.a	Achievement-Mean Extent	EN	3.31	03/2002	Legacy Analyst
39-1011.00	1.B.2.a.1	Ability Utilization	EN	3.50	03/2002	Legacy Analyst
39-1011.00	1.B.2.a.2	Achievement	EN	3.12	03/2002	Legacy Analyst
39-1011.00	1.B.2.b	Working Conditions-Mean Extent	EN	3.29	03/2002	Legacy Analyst
39-1011.00	1.B.2.b.1	Activity	EN	3.37	03/2002	Legacy Analyst
39-1011.00	1.B.2.b.2	Independence	EN	2.87	03/2002	Legacy Analyst
39-1011.00	1.B.2.b.3	Variety	EN	2.87	03/2002	Legacy Analyst
39-1011.00	1.B.2.b.4	Compensation	EN	3.37	03/2002	Legacy Analyst
39-1011.00	1.B.2.b.5	Security	EN	3.62	03/2002	Legacy Analyst
39-1011.00	1.B.2.b.6	Working Conditions	EN	3.62	03/2002	Legacy Analyst
39-1011.00	1.B.2.c	Recognition-Mean Extent	EN	3.12	03/2002	Legacy Analyst
39-1011.00	1.B.2.c.1	Advancement	EN	2.87	03/2002	Legacy Analyst
39-1011.00	1.B.2.c.2	Recognition	EN	3.00	03/2002	Legacy Analyst
39-1011.00	1.B.2.c.3	Authority	EN	3.75	03/2002	Legacy Analyst
39-1011.00	1.B.2.c.4	Social Status	EN	2.87	03/2002	Legacy Analyst
39-1011.00	1.B.2.d	Relationships-Mean Extent	EN	3.12	03/2002	Legacy Analyst
39-1011.00	1.B.2.d.1	Co-workers	EN	3.37	03/2002	Legacy Analyst
39-1011.00	1.B.2.d.2	Social Service	EN	3.12	03/2002	Legacy Analyst
39-1011.00	1.B.2.d.3	Moral Values	EN	2.87	03/2002	Legacy Analyst
39-1011.00	1.B.2.e	Support-Mean Extent	EN	3.08	03/2002	Legacy Analyst
39-1011.00	1.B.2.e.1	Company Policies and Practices	EN	3.37	03/2002	Legacy Analyst
39-1011.00	1.B.2.e.2	Supervision, Human Relations	EN	3.37	03/2002	Legacy Analyst
39-1011.00	1.B.2.e.3	Supervision, Technical	EN	2.50	03/2002	Legacy Analyst
39-1011.00	1.B.2.f	Independence-Mean Extent	EN	3.54	03/2002	Legacy Analyst
39-1011.00	1.B.2.f.1	Creativity	EN	3.25	03/2002	Legacy Analyst
39-1011.00	1.B.2.f.2	Responsibility	EN	3.75	03/2002	Legacy Analyst
39-1011.00	1.B.2.f.3	Autonomy	EN	3.62	03/2002	Legacy Analyst
39-1021.00	1.B.2.a	Achievement-Mean Extent	EN	3.50	03/2002	Legacy Analyst
39-1021.00	1.B.2.a.1	Ability Utilization	EN	3.50	03/2002	Legacy Analyst
39-1021.00	1.B.2.a.2	Achievement	EN	3.50	03/2002	Legacy Analyst
39-1021.00	1.B.2.b	Working Conditions-Mean Extent	EN	3.20	03/2002	Legacy Analyst
39-1021.00	1.B.2.b.1	Activity	EN	3.87	03/2002	Legacy Analyst
39-1021.00	1.B.2.b.2	Independence	EN	2.12	03/2002	Legacy Analyst
39-1021.00	1.B.2.b.3	Variety	EN	3.25	03/2002	Legacy Analyst
39-1021.00	1.B.2.b.4	Compensation	EN	2.87	03/2002	Legacy Analyst
39-1021.00	1.B.2.b.5	Security	EN	3.37	03/2002	Legacy Analyst
39-1021.00	1.B.2.b.6	Working Conditions	EN	3.75	03/2002	Legacy Analyst
39-1021.00	1.B.2.c	Recognition-Mean Extent	EN	3.28	03/2002	Legacy Analyst
39-1021.00	1.B.2.c.1	Advancement	EN	2.62	03/2002	Legacy Analyst
39-1021.00	1.B.2.c.2	Recognition	EN	3.00	03/2002	Legacy Analyst
39-1021.00	1.B.2.c.3	Authority	EN	4.12	03/2002	Legacy Analyst
39-1021.00	1.B.2.c.4	Social Status	EN	3.37	03/2002	Legacy Analyst
39-1021.00	1.B.2.d	Relationships-Mean Extent	EN	3.37	03/2002	Legacy Analyst
39-1021.00	1.B.2.d.1	Co-workers	EN	3.62	03/2002	Legacy Analyst
39-1021.00	1.B.2.d.2	Social Service	EN	2.87	03/2002	Legacy Analyst
39-1021.00	1.B.2.d.3	Moral Values	EN	3.62	03/2002	Legacy Analyst
39-1021.00	1.B.2.e	Support-Mean Extent	EN	2.91	03/2002	Legacy Analyst
39-1021.00	1.B.2.e.1	Company Policies and Practices	EN	3.37	03/2002	Legacy Analyst
39-1021.00	1.B.2.e.2	Supervision, Human Relations	EN	2.75	03/2002	Legacy Analyst
39-1021.00	1.B.2.e.3	Supervision, Technical	EN	2.62	03/2002	Legacy Analyst
39-1021.00	1.B.2.f	Independence-Mean Extent	EN	3.50	03/2002	Legacy Analyst
39-1021.00	1.B.2.f.1	Creativity	EN	3.12	03/2002	Legacy Analyst
39-1021.00	1.B.2.f.2	Responsibility	EN	3.62	03/2002	Legacy Analyst
39-1021.00	1.B.2.f.3	Autonomy	EN	3.75	03/2002	Legacy Analyst
39-2011.00	1.B.2.a	Achievement-Mean Extent	EN	3.31	03/2002	Legacy Analyst
39-2011.00	1.B.2.a.1	Ability Utilization	EN	3.25	03/2002	Legacy Analyst
39-2011.00	1.B.2.a.2	Achievement	EN	3.37	03/2002	Legacy Analyst
39-2011.00	1.B.2.b	Working Conditions-Mean Extent	EN	3.20	03/2002	Legacy Analyst
39-2011.00	1.B.2.b.1	Activity	EN	3.25	03/2002	Legacy Analyst
39-2011.00	1.B.2.b.2	Independence	EN	4.00	03/2002	Legacy Analyst
39-2011.00	1.B.2.b.3	Variety	EN	2.87	03/2002	Legacy Analyst
39-2011.00	1.B.2.b.4	Compensation	EN	3.25	03/2002	Legacy Analyst
39-2011.00	1.B.2.b.5	Security	EN	3.12	03/2002	Legacy Analyst
39-2011.00	1.B.2.b.6	Working Conditions	EN	2.75	03/2002	Legacy Analyst
39-2011.00	1.B.2.c	Recognition-Mean Extent	EN	2.21	03/2002	Legacy Analyst
39-2011.00	1.B.2.c.1	Advancement	EN	1.50	03/2002	Legacy Analyst
39-2011.00	1.B.2.c.2	Recognition	EN	2.87	03/2002	Legacy Analyst
39-2011.00	1.B.2.c.3	Authority	EN	2.00	03/2002	Legacy Analyst
39-2011.00	1.B.2.c.4	Social Status	EN	2.50	03/2002	Legacy Analyst
39-2011.00	1.B.2.d	Relationships-Mean Extent	EN	2.62	03/2002	Legacy Analyst
39-2011.00	1.B.2.d.1	Co-workers	EN	2.12	03/2002	Legacy Analyst
39-2011.00	1.B.2.d.2	Social Service	EN	2.00	03/2002	Legacy Analyst
39-2011.00	1.B.2.d.3	Moral Values	EN	3.75	03/2002	Legacy Analyst
39-2011.00	1.B.2.e	Support-Mean Extent	EN	2.00	03/2002	Legacy Analyst
39-2011.00	1.B.2.e.1	Company Policies and Practices	EN	2.00	03/2002	Legacy Analyst
39-2011.00	1.B.2.e.2	Supervision, Human Relations	EN	2.00	03/2002	Legacy Analyst
39-2011.00	1.B.2.e.3	Supervision, Technical	EN	2.00	03/2002	Legacy Analyst
39-2011.00	1.B.2.f	Independence-Mean Extent	EN	3.91	03/2002	Legacy Analyst
39-2011.00	1.B.2.f.1	Creativity	EN	3.62	03/2002	Legacy Analyst
39-2011.00	1.B.2.f.2	Responsibility	EN	4.12	03/2002	Legacy Analyst
39-2011.00	1.B.2.f.3	Autonomy	EN	4.00	03/2002	Legacy Analyst
39-2021.00	1.B.2.a	Achievement-Mean Extent	EN	2.68	03/2002	Legacy Analyst
39-2021.00	1.B.2.a.1	Ability Utilization	EN	2.50	03/2002	Legacy Analyst
39-2021.00	1.B.2.a.2	Achievement	EN	2.87	03/2002	Legacy Analyst
39-2021.00	1.B.2.b	Working Conditions-Mean Extent	EN	2.97	03/2002	Legacy Analyst
39-2021.00	1.B.2.b.1	Activity	EN	3.50	03/2002	Legacy Analyst
39-2021.00	1.B.2.b.2	Independence	EN	3.62	03/2002	Legacy Analyst
39-2021.00	1.B.2.b.3	Variety	EN	2.75	03/2002	Legacy Analyst
39-2021.00	1.B.2.b.4	Compensation	EN	2.75	03/2002	Legacy Analyst
39-2021.00	1.B.2.b.5	Security	EN	3.00	03/2002	Legacy Analyst
39-2021.00	1.B.2.b.6	Working Conditions	EN	2.25	03/2002	Legacy Analyst
39-2021.00	1.B.2.c	Recognition-Mean Extent	EN	2.06	03/2002	Legacy Analyst
39-2021.00	1.B.2.c.1	Advancement	EN	2.25	03/2002	Legacy Analyst
39-2021.00	1.B.2.c.2	Recognition	EN	2.37	03/2002	Legacy Analyst
39-2021.00	1.B.2.c.3	Authority	EN	1.62	03/2002	Legacy Analyst
39-2021.00	1.B.2.c.4	Social Status	EN	2.00	03/2002	Legacy Analyst
39-2021.00	1.B.2.d	Relationships-Mean Extent	EN	2.87	03/2002	Legacy Analyst
39-2021.00	1.B.2.d.1	Co-workers	EN	2.87	03/2002	Legacy Analyst
39-2021.00	1.B.2.d.2	Social Service	EN	1.87	03/2002	Legacy Analyst
39-2021.00	1.B.2.d.3	Moral Values	EN	3.87	03/2002	Legacy Analyst
39-2021.00	1.B.2.e	Support-Mean Extent	EN	3.16	03/2002	Legacy Analyst
39-2021.00	1.B.2.e.1	Company Policies and Practices	EN	3.25	03/2002	Legacy Analyst
39-2021.00	1.B.2.e.2	Supervision, Human Relations	EN	3.12	03/2002	Legacy Analyst
39-2021.00	1.B.2.e.3	Supervision, Technical	EN	3.12	03/2002	Legacy Analyst
39-2021.00	1.B.2.f	Independence-Mean Extent	EN	2.54	03/2002	Legacy Analyst
39-2021.00	1.B.2.f.1	Creativity	EN	2.12	03/2002	Legacy Analyst
39-2021.00	1.B.2.f.2	Responsibility	EN	2.75	03/2002	Legacy Analyst
39-2021.00	1.B.2.f.3	Autonomy	EN	2.75	03/2002	Legacy Analyst
39-3011.00	1.B.2.a	Achievement-Mean Extent	EN	2.00	03/2002	Legacy Analyst
39-3011.00	1.B.2.a.1	Ability Utilization	EN	1.87	03/2002	Legacy Analyst
39-3011.00	1.B.2.a.2	Achievement	EN	2.12	03/2002	Legacy Analyst
39-3011.00	1.B.2.b	Working Conditions-Mean Extent	EN	3.02	03/2002	Legacy Analyst
39-3011.00	1.B.2.b.1	Activity	EN	3.37	03/2002	Legacy Analyst
39-3011.00	1.B.2.b.2	Independence	EN	3.12	03/2002	Legacy Analyst
39-3011.00	1.B.2.b.3	Variety	EN	2.62	03/2002	Legacy Analyst
39-3011.00	1.B.2.b.4	Compensation	EN	3.12	03/2002	Legacy Analyst
39-3011.00	1.B.2.b.5	Security	EN	2.62	03/2002	Legacy Analyst
39-3011.00	1.B.2.b.6	Working Conditions	EN	3.25	03/2002	Legacy Analyst
